CustomerId,TransactionStartTime,Value,Amount,TransactionId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,TransactionStatus,IssuedDateLoan,AmountLoan,Currency,LoanId,PaidOnDate,IsFinalPayBack,InvestorId,DueDate,LoanApplicationId,PayBackId,ThirdPartyId,IsThirdPartyConfirmed,IsDefaulted,DaysLate,NumberTransaction,NumberLoan
CustomerId_27,2018-10-24 06:56:00,500.0,-500.0,TransactionId_1019,BatchId_1564,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-10-24 06:56:00,543.0,UGX,LoanId_1436,2018-10-24 07:01:00,1,InvestorId_2,2018-11-23 06:55:00,LoanApplicationId_508,PayBackId_1228,ThirdPartyId_2008,0,0,-30,26,14
CustomerId_27,2018-10-24 09:14:00,500.0,-500.0,TransactionId_749,BatchId_86,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,0,,,,,,0,,,,,,0,0,0,26,14
CustomerId_233,2018-10-24 11:37:00,500.0,-500.0,TransactionId_2,BatchId_1854,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-10-24 11:37:00,520.0,UGX,LoanId_1435,2018-10-24 11:40:00,1,InvestorId_2,2018-11-23 11:37:00,LoanApplicationId_1546,PayBackId_1842,ThirdPartyId_679,0,0,-30,42,42
CustomerId_233,2018-10-24 15:28:00,1000.0,-1000.0,TransactionId_1995,BatchId_2068,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-10-24 15:28:00,1065.0,UGX,LoanId_183,2018-10-30 06:49:00,1,InvestorId_2,2018-11-23 15:28:00,LoanApplicationId_376,PayBackId_982,ThirdPartyId_1147,0,0,-25,42,42
CustomerId_474,2018-10-25 10:36:00,500.0,-500.0,TransactionId_2181,BatchId_1540,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-10-25 10:36:00,520.0,UGX,LoanId_1522,2018-10-25 14:56:00,1,InvestorId_2,2018-11-24 10:36:00,LoanApplicationId_1247,PayBackId_317,ThirdPartyId_1152,0,0,-30,10,3
CustomerId_432,2018-10-26 06:36:00,2000.0,-2000.0,TransactionId_482,BatchId_2514,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,8,1
CustomerId_474,2018-10-26 09:19:00,10000.0,-10000.0,TransactionId_2299,BatchId_500,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-10-26 09:19:00,10000.0,UGX,LoanId_934,2019-05-16 07:25:00,1,InvestorId_2,2018-11-25 09:18:00,LoanApplicationId_164,PayBackId_1899,ThirdPartyId_601,0,1,171,10,3
CustomerId_233,2018-10-26 15:37:00,5000.0,-5000.0,TransactionId_1950,BatchId_2438,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-10-26 15:37:00,5275.0,UGX,LoanId_676,2018-10-30 06:48:00,1,InvestorId_2,2018-11-25 15:37:00,LoanApplicationId_1411,PayBackId_783,ThirdPartyId_719,0,0,-27,42,42
CustomerId_432,2018-10-26 16:12:00,31766.0,-30840.0,TransactionId_2128,BatchId_381,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,2018-10-26 16:12:00,30840.0,UGX,LoanId_386,2019-04-26 16:24:00,1,InvestorId_2,2018-11-25 16:12:00,LoanApplicationId_836,PayBackId_1262,ThirdPartyId_1546,1,0,152,8,1
CustomerId_27,2018-10-30 10:25:00,500.0,-500.0,TransactionId_1569,BatchId_846,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-10-30 10:25:00,520.0,UGX,LoanId_240,2018-10-30 10:54:00,1,InvestorId_2,2018-11-29 10:25:00,LoanApplicationId_641,PayBackId_1478,ThirdPartyId_2014,1,0,-30,26,14
CustomerId_433,2018-10-31 18:38:00,1000.0,-1000.0,TransactionId_2497,BatchId_1095,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,1,0
CustomerId_329,2018-11-01 13:21:00,3500.0,-3500.0,TransactionId_1344,BatchId_2489,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-01 13:23:00,500.0,-500.0,TransactionId_1202,BatchId_1063,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_379,2018-11-01 14:53:00,1500.0,-1500.0,TransactionId_1024,BatchId_238,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-01 14:53:00,1568.0,UGX,LoanId_1320,2018-11-02 15:05:00,1,InvestorId_1,2018-12-01 14:53:00,LoanApplicationId_1587,PayBackId_1822,ThirdPartyId_1319,1,0,-29,8,8
CustomerId_258,2018-11-01 15:23:00,10000.0,-10000.0,TransactionId_710,BatchId_1930,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-01 15:23:00,11100.0,UGX,LoanId_430,2018-11-16 12:22:00,1,InvestorId_2,2018-12-01 15:23:00,LoanApplicationId_1394,PayBackId_654,ThirdPartyId_1180,1,0,-16,17,17
CustomerId_405,2018-11-01 16:12:00,53500.0,-50000.0,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-01 16:12:00,63398.0,UGX,LoanId_77,2018-12-06 09:26:00,0,InvestorId_2,2018-12-01 16:12:00,LoanApplicationId_534,PayBackId_165,ThirdPartyId_1760,1,0,4,22,19
CustomerId_405,2018-11-01 16:12:00,53500.0,-50000.0,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-01 16:12:00,2942.0,UGX,LoanId_77,2018-12-11 17:00:00,1,InvestorId_2,2018-12-01 16:12:00,LoanApplicationId_534,PayBackId_1908,ThirdPartyId_1716,1,0,10,22,19
CustomerId_474,2018-11-01 17:56:00,5000.0,-5000.0,TransactionId_1452,BatchId_728,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-01 17:56:00,500.0,UGX,LoanId_1554,2019-07-15 09:12:00,0,InvestorId_2,2018-12-01 17:56:00,LoanApplicationId_937,PayBackId_1295,ThirdPartyId_1702,1,1,225,10,3
CustomerId_266,2018-11-01 18:10:00,11200.0,-10000.0,TransactionId_97,BatchId_554,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,0,,,,,,0,,,,,,0,0,0,1,0
CustomerId_303,2018-11-01 19:49:00,20000.0,-20000.0,TransactionId_1324,BatchId_390,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,0,,,,,,0,,,,,,0,0,0,1,0
CustomerId_233,2018-11-02 06:53:00,500.0,-500.0,TransactionId_1863,BatchId_2428,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-02 06:53:00,633.0,UGX,LoanId_566,2018-12-17 15:00:00,1,InvestorId_2,2018-12-02 06:53:00,LoanApplicationId_2,PayBackId_719,ThirdPartyId_310,1,0,15,42,42
CustomerId_233,2018-11-02 07:07:00,500.0,-500.0,TransactionId_598,BatchId_1579,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,2018-11-02 07:07:00,633.0,UGX,LoanId_1291,2018-12-17 15:01:00,1,InvestorId_2,2018-12-02 07:07:00,LoanApplicationId_1385,PayBackId_1198,ThirdPartyId_1073,1,0,15,42,42
CustomerId_329,2018-11-02 07:53:00,2000.0,-2000.0,TransactionId_2321,BatchId_1883,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-02 13:23:00,500.0,-500.0,TransactionId_2065,BatchId_346,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-02 15:54:00,1000.0,-1000.0,TransactionId_196,BatchId_1157,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-02 15:55:00,1000.0,-1000.0,TransactionId_1433,BatchId_1157,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-02 15:57:00,500.0,-500.0,TransactionId_1310,BatchId_802,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-02 17:09:00,3000.0,-3000.0,TransactionId_1750,BatchId_1656,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_144,2018-11-02 23:50:00,1000.0,-1000.0,TransactionId_838,BatchId_1312,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-02 23:50:00,1040.0,UGX,LoanId_1177,2018-11-02 23:58:00,1,InvestorId_1,2018-12-02 23:50:00,LoanApplicationId_1078,PayBackId_185,ThirdPartyId_168,1,0,-30,5,4
CustomerId_144,2018-11-03 00:09:00,11200.0,-10000.0,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-03 00:09:00,11760.0,UGX,LoanId_761,2018-11-08 09:41:00,0,InvestorId_1,2018-12-03 00:09:00,LoanApplicationId_229,PayBackId_270,ThirdPartyId_449,1,0,-25,5,4
CustomerId_144,2018-11-03 00:09:00,11200.0,-10000.0,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-03 00:09:00,168.0,UGX,LoanId_761,2018-11-08 16:54:00,1,InvestorId_1,2018-12-03 00:09:00,LoanApplicationId_229,PayBackId_1628,ThirdPartyId_1843,1,0,-25,5,4
CustomerId_329,2018-11-03 07:19:00,500.0,-500.0,TransactionId_2328,BatchId_253,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-03 08:41:00,1200.0,-1200.0,TransactionId_2304,BatchId_1626,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_233,2018-11-03 09:57:00,5000.0,-5000.0,TransactionId_2350,BatchId_887,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-03 09:57:00,6300.0,UGX,LoanId_1118,2018-12-17 15:03:00,1,InvestorId_2,2018-12-03 09:57:00,LoanApplicationId_842,PayBackId_1185,ThirdPartyId_1999,1,0,14,42,42
CustomerId_379,2018-11-03 12:09:00,1500.0,-1500.0,TransactionId_1081,BatchId_2111,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-03 12:09:00,1598.0,UGX,LoanId_86,2018-11-09 03:54:00,1,InvestorId_1,2018-12-03 12:09:00,LoanApplicationId_1431,PayBackId_1270,ThirdPartyId_1852,1,0,-25,8,8
CustomerId_329,2018-11-03 12:39:00,1000.0,-1000.0,TransactionId_806,BatchId_1145,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-03 13:22:00,1000.0,-1000.0,TransactionId_776,BatchId_992,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-03 16:10:00,3500.0,-3500.0,TransactionId_2292,BatchId_448,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-04 15:48:00,1200.0,-1200.0,TransactionId_2475,BatchId_944,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-05 11:13:00,1000.0,-1000.0,TransactionId_2408,BatchId_289,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-05 16:24:00,1200.0,-1200.0,TransactionId_2588,BatchId_1067,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_136,2018-11-05 17:01:00,3000.0,-3000.0,TransactionId_890,BatchId_1891,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,1,2018-11-05 17:01:00,3270.0,UGX,LoanId_701,2018-11-15 21:58:00,1,InvestorId_1,2018-12-05 17:01:00,LoanApplicationId_726,PayBackId_993,ThirdPartyId_1466,1,0,-20,14,5
CustomerId_329,2018-11-06 08:11:00,1000.0,-1000.0,TransactionId_671,BatchId_1096,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-07 12:04:00,1200.0,-1200.0,TransactionId_619,BatchId_1752,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-07 12:15:00,1000.0,-1000.0,TransactionId_1860,BatchId_1593,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_233,2018-11-07 12:18:00,5000.0,-5000.0,TransactionId_1121,BatchId_1205,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-07 12:18:00,6200.0,UGX,LoanId_75,2018-12-17 15:05:00,1,InvestorId_2,2018-12-07 12:18:00,LoanApplicationId_1020,PayBackId_813,ThirdPartyId_1298,1,0,10,42,42
CustomerId_233,2018-11-07 13:05:00,10000.0,-10000.0,TransactionId_191,BatchId_651,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,2018-11-07 13:05:00,12400.0,UGX,LoanId_214,2018-12-17 15:07:00,1,InvestorId_2,2018-12-07 13:05:00,LoanApplicationId_1047,PayBackId_367,ThirdPartyId_1046,1,0,10,42,42
CustomerId_329,2018-11-07 16:45:00,1000.0,-1000.0,TransactionId_1601,BatchId_1738,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_388,2018-11-07 20:32:00,20000.0,-20000.0,TransactionId_244,BatchId_280,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-11-07 20:32:00,20900.0,UGX,LoanId_1321,2018-11-09 08:54:00,1,InvestorId_1,2018-12-07 20:32:00,LoanApplicationId_1095,PayBackId_1380,ThirdPartyId_1027,1,0,-29,8,8
CustomerId_329,2018-11-08 09:52:00,1000.0,-1000.0,TransactionId_693,BatchId_1983,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_144,2018-11-08 17:01:00,20000.0,-20000.0,TransactionId_326,BatchId_1797,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,5,4
CustomerId_136,2018-11-08 20:40:00,21800.0,-20000.0,TransactionId_2290,BatchId_1260,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,2018-11-08 20:40:00,22000.0,UGX,LoanId_513,2018-12-07 17:10:00,0,InvestorId_1,2018-12-08 20:40:00,LoanApplicationId_189,PayBackId_496,ThirdPartyId_929,1,0,-2,14,5
CustomerId_136,2018-11-08 20:40:00,21800.0,-20000.0,TransactionId_2290,BatchId_1260,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,2018-11-08 20:40:00,3833.0,UGX,LoanId_513,2018-12-08 07:34:00,1,InvestorId_1,2018-12-08 20:40:00,LoanApplicationId_189,PayBackId_678,ThirdPartyId_1783,1,0,-1,14,5
CustomerId_379,2018-11-09 06:57:00,1500.0,-1500.0,TransactionId_1755,BatchId_179,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-09 06:57:00,2346.0,UGX,LoanId_1112,2019-02-26 21:35:00,0,InvestorId_1,2018-12-09 06:57:00,LoanApplicationId_248,PayBackId_931,ThirdPartyId_1714,1,0,79,8,8
CustomerId_329,2018-11-09 07:01:00,3500.0,-3500.0,TransactionId_473,BatchId_208,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-09 07:04:00,1000.0,-1000.0,TransactionId_238,BatchId_592,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_329,2018-11-09 07:41:00,1000.0,-1000.0,TransactionId_2544,BatchId_521,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,,,,,,0,,,,,,0,0,0,24,0
CustomerId_233,2018-11-09 12:32:00,5000.0,-5000.0,TransactionId_261,BatchId_832,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-09 12:32:00,6150.0,UGX,LoanId_1574,2018-12-17 15:20:00,1,InvestorId_2,2018-12-09 12:32:00,LoanApplicationId_1515,PayBackId_121,ThirdPartyId_1482,1,0,8,42,42
CustomerId_144,2018-11-09 12:54:00,2145.0,-1500.0,TransactionId_817,BatchId_1714,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-09 12:54:00,2521.0,UGX,LoanId_704,2018-12-07 08:41:00,1,InvestorId_1,2018-12-09 12:54:00,LoanApplicationId_392,PayBackId_1408,ThirdPartyId_1970,1,0,-3,5,4
CustomerId_405,2018-11-09 17:37:00,5000.0,-5000.0,TransactionId_372,BatchId_830,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-11-09 17:37:00,5725.0,UGX,LoanId_33,2018-11-30 21:28:00,1,InvestorId_2,2018-12-09 17:37:00,LoanApplicationId_119,PayBackId_233,ThirdPartyId_767,1,0,-9,22,19
CustomerId_258,2018-11-09 18:07:00,10000.0,-10000.0,TransactionId_1979,BatchId_681,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-09 18:07:00,10700.0,UGX,LoanId_1601,2018-11-16 12:22:00,1,InvestorId_2,2018-12-09 18:07:00,LoanApplicationId_374,PayBackId_1133,ThirdPartyId_136,1,0,-24,17,17
CustomerId_474,2018-11-10 13:03:00,11200.0,-10000.0,TransactionId_1077,BatchId_1248,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,0,,,,,,0,,,,,,0,0,0,10,3
CustomerId_258,2018-11-10 20:19:00,5000.0,-5000.0,TransactionId_605,BatchId_1689,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-10 20:19:00,5325.0,UGX,LoanId_697,2018-11-16 12:23:00,1,InvestorId_2,2018-12-10 20:19:00,LoanApplicationId_1349,PayBackId_532,ThirdPartyId_999,1,0,-25,17,17
CustomerId_388,2018-11-11 11:39:00,24660.0,-22000.0,TransactionId_1806,BatchId_1815,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,2018-11-11 11:39:00,28606.0,UGX,LoanId_1253,2018-12-06 07:39:00,1,InvestorId_1,2018-12-11 11:39:00,LoanApplicationId_878,PayBackId_740,ThirdPartyId_633,1,0,-6,8,8
CustomerId_405,2018-11-11 15:21:00,28840.0,-28000.0,TransactionId_2450,BatchId_2312,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,2018-11-11 15:21:00,35004.0,UGX,LoanId_893,2018-12-06 09:28:00,0,InvestorId_2,2018-12-11 15:21:00,LoanApplicationId_762,PayBackId_83,ThirdPartyId_106,1,0,-6,22,19
